Название,IMO,MMSI,Тип,Ссылка,Ошибка
,,,,https://www.vesselfinder.com/ru/vessels?name=LADY MARITE,статус код: 400
LANGERI,8834536,273898610,Fishing vessel,https://www.vesselfinder.com/ru/vessels?name=LANGERI,
LARGA,9698616,352002688,Other type,https://www.vesselfinder.com/ru/vessels?name=LARGA,
,,,,https://www.vesselfinder.com/ru/vessels?name=LASKARO S,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=LEE SUN SIN,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=LEONID SENCHURA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=LI AN 69,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=LIA,"не все данные найдены: name='LIA', imo='', mmsi='', type='Tanker'"
,,,,https://www.vesselfinder.com/ru/vessels?name=LIAN XIN,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=LILY RISING,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=LIMA1,суда не найдены
,,,,https://www.vesselfinder.com/ru/vessels?name=LITEYNY PROSPECT,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=LIZA,"не все данные найдены: name='LIZA', imo='', mmsi='', type='Pleasure craft'"
,,,,https://www.vesselfinder.com/ru/vessels?name=LONG PHU 16,статус код: 400
LOOKMAN,9729142,273362790,Tug,https://www.vesselfinder.com/ru/vessels?name=LOOKMAN,
,,,,https://www.vesselfinder.com/ru/vessels?name=LOTOS 04,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=LUCIA SOLIS,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=LUCKY JASON,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=LUCKY JESSICA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=LUCKY JULIA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=LUCKY PIONEER,статус код: 400
LUNI,9070711,341711001,Cargo ship,https://www.vesselfinder.com/ru/vessels?name=LUNI,
,,,,https://www.vesselfinder.com/ru/vessels?name=MALLIKA NAREE,статус код: 400
MALTSEVO,8722769,273243200,Fishing vessel,https://www.vesselfinder.com/ru/vessels?name=MALTSEVO,
MANEVRENNYY,8038027,273896700,Fishing vessel,https://www.vesselfinder.com/ru/vessels?name=MANEVRENNYY,
MANOUSOS P,9394753,636013647,Cargo ship,https://www.vesselfinder.com/ru/vessels?name=MANOUSOS,
,,,,https://www.vesselfinder.com/ru/vessels?name=MANTA NILGUN,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MANTA SENA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MANTRA,"не все данные найдены: name='MANTRA', imo='', mmsi='', type='Sailing vessel'"
,,,,https://www.vesselfinder.com/ru/vessels?name=MAPLE RISING,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MARAN HELIOS,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MARGRET OLDENDORFF,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MARIA,"не все данные найдены: name='MARIA', imo='', mmsi='', type='Pleasure craft'"
,,,,https://www.vesselfinder.com/ru/vessels?name=MARIA PRINCESS,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MARINE STAR,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MARITIME ROSEMARY,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MARITIME VALOR,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MARLIN HERA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MARLIN LA PLATA,статус код: 400
MAYBORG,7234868,273897500,Fishing vessel,https://www.vesselfinder.com/ru/vessels?name=MAYBORG,
,,,,https://www.vesselfinder.com/ru/vessels?name=MB 93,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MBS BRATAN,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MEDI HIROSHIMA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MEKHANIK ROMANCHA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MELINE,"не все данные найдены: name='EMELINE', imo='', mmsi='', type='Fishing vessel'"
,,,,https://www.vesselfinder.com/ru/vessels?name=MELLUM,"не все данные найдены: name='MELLUM', imo='', mmsi='', type=''"
,,,,https://www.vesselfinder.com/ru/vessels?name=MERCHANT THREE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MERKUR HORIZON,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MERKURYY,"не все данные найдены: name='MERKURYY', imo='', mmsi='', type='Tug'"
MERTSANA,8324165,273354530,Fishing vessel,https://www.vesselfinder.com/ru/vessels?name=MERTSANA,
SAR MESANA,9525754,224493000,SAR,https://www.vesselfinder.com/ru/vessels?name=MESANA,
,,,,https://www.vesselfinder.com/ru/vessels?name=MIDORI,"не все данные найдены: name='MIDORI', imo='', mmsi='', type='Sailing vessel'"
,,,,https://www.vesselfinder.com/ru/vessels?name=MILLENNIUM LEADER,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MINERVA KALLISTO,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MINERVA LYDIA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MINERVA RITA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MINERVA VERA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MING SHAN,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MING YANG,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MORSKOY VOLK,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MRTK 0770,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MRTK 0777,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MRTK 1051,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MRTK 316,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MRTK 3215,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MSC COLETTE III,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MSC DAVAO III,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MSC IDA II,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MSC MAKOTO II,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MSC MOON F,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MSC NORA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MSC TIPHAINE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MURAVYEV AMURSKIY,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MUROM,"не все данные найдены: name='MUROM', imo='', mmsi='', type='Passenger ship'"
,,,,https://www.vesselfinder.com/ru/vessels?name=MYS DATTA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MYS KURBATOVA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MYS NAVARIN,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MYS NEPRISTUPNYI,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MYS OKRE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MYS ORLOVA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MYS POVOROTNYY,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=MYS VELIKAN,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=N I K O M,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=NADINE V,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=NAGASAKI,"не все данные найдены: name='NAGASAKI', imo='', mmsi='', type='Tug'"
,,,,https://www.vesselfinder.com/ru/vessels?name=NAKHODKA,"не все данные найдены: name='NAKHODKA', imo='', mmsi='', type=''"
,,,,https://www.vesselfinder.com/ru/vessels?name=NAM YANG 77 HO,статус код: 400
NARVA,8923557,273430960,Tanker,https://www.vesselfinder.com/ru/vessels?name=NARVA,
,,,,https://www.vesselfinder.com/ru/vessels?name=NAVAGA,"не все данные найдены: name='NAVAGA', imo='', mmsi='', type=''"
,,,,https://www.vesselfinder.com/ru/vessels?name=NAVIOS CAMELIA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=NAVIOS LAPIS,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=NAVIOS TEMPO,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=NAVY GOSUNG,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=NEFTEGAZ 55,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=NEPTUN,"не все данные найдены: name='NEPTUN', imo='', mmsi='', type='HSC'"
NEPTUNIA,9145231,249637000,Cargo ship,https://www.vesselfinder.com/ru/vessels?name=NEPTUNIA,
,,,,https://www.vesselfinder.com/ru/vessels?name=NEPTUNUS 8,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=NEULAND,"не все данные найдены: name='NEULAND', imo='', mmsi='', type='Sailing vessel'"
NEVSKAYA,8826632,273454920,Cargo ship,https://www.vesselfinder.com/ru/vessels?name=NEVSKAYA,
,,,,https://www.vesselfinder.com/ru/vessels?name=NEW COURAGE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=NEW DISCOVERY,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=NEW LEGEND,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=NEWMEJUHO,суда не найдены
,,,,https://www.vesselfinder.com/ru/vessels?name=NEWSUN HARMONY,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=NEWSUN VISION,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=NIKA,"не все данные найдены: name='NIKA', imo='', mmsi='', type='Sailing vessel'"
,,,,https://www.vesselfinder.com/ru/vessels?name=NIKA 1,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=NIKOLAY IVANOV,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=NIKOLAY SHALAVIN,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=NIKOLAY ZADORNOV,статус код: 400
NIMAN,8947503,273298090,Fishing vessel,https://www.vesselfinder.com/ru/vessels?name=NIMAN,
,,,,https://www.vesselfinder.com/ru/vessels?name=NIMBUS SPB,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=NINGBO TRADER,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=NO.8 SJ GAS,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=NO2 MARINE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=NOORDENWIND,"не все данные найдены: name='NOORDENWIND', imo='', mmsi='', type='Sailing vessel'"
,,,,https://www.vesselfinder.com/ru/vessels?name=NOORDSTER,"не все данные найдены: name='NOORDSTER', imo='', mmsi='', type='Sailing vessel'"
,,,,https://www.vesselfinder.com/ru/vessels?name=NORD CRUX,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=NORDIC ORION,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=NORTHERN DISCOVERY,статус код: 400
NOVIK,8662646,273257400,Fishing vessel,https://www.vesselfinder.com/ru/vessels?name=NOVIK,
,,,,https://www.vesselfinder.com/ru/vessels?name=NS ANTARCTIC,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=NS CORONA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=NS POWER,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=NS SPIRIT,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=NS STREAM,статус код: 400
OBAYATELNYY,8724377,273191300,Fishing vessel,https://www.vesselfinder.com/ru/vessels?name=OBAYATELNYY,
,,,,https://www.vesselfinder.com/ru/vessels?name=OBROVAC,суда не найдены
,,,,https://www.vesselfinder.com/ru/vessels?name=OCEAN ADORE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=OCEAN ANG,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=OCEAN GRACE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=OCEAN LEADER,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=OCEAN PHOENIX,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=OCEAN PRIDE I,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=OCEAN PRIDE LP,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=OCEAN PRINCESS,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=OCEAN QUEEN SV,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=OCEAN SMART 1,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=OCEAN SPRING,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=OCEAN SUCCESS,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=OCEAN WIT,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=OCEANUS 9,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=OCEANWIN 10,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=OCEANWIN 6,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=OCEANWIN12,суда не найдены
,,,,https://www.vesselfinder.com/ru/vessels?name=OH DAE HO,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=OHEIM,"не все данные найдены: name='OHEIM', imo='', mmsi='', type='Other type'"
,,,,https://www.vesselfinder.com/ru/vessels?name=OKTOPUS,"не все данные найдены: name='OKTOPUS', imo='', mmsi='', type=''"
,,,,https://www.vesselfinder.com/ru/vessels?name=OKTYABR,"не все данные найдены: name='OKTYABR', imo='', mmsi='', type=''"
OLKHON,9031791,667001269,Other type,https://www.vesselfinder.com/ru/vessels?name=OLKHON,
OLKHOVATKA,7421198,273828000,Fishing vessel,https://www.vesselfinder.com/ru/vessels?name=OLKHOVATKA,
OMOLON,9118135,273411650,Cargo ship,https://www.vesselfinder.com/ru/vessels?name=OMOLON,
,,,,https://www.vesselfinder.com/ru/vessels?name=OMSKIY 115,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=OMSKIY 122,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=ON TIME,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=ONDERNEMING IV,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=ONERI,"не все данные найдены: name='ONERI', imo='', mmsi='', type='Other type'"
,,,,https://www.vesselfinder.com/ru/vessels?name=OPAL,"не все данные найдены: name='OPAL', imo='', mmsi='', type='Sailing vessel'"
,,,,https://www.vesselfinder.com/ru/vessels?name=ORANGE DREAM,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=ORANGE LINK,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=OREN,"не все данные найдены: name='OREN', imo='', mmsi='', type='Dredging or UW ops'"
,,,,https://www.vesselfinder.com/ru/vessels?name=ORIENT U,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=ORIENTAL ACE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=ORIENTAL HARBOR,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=ORIENTAL ISLAND,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=ORIENTAL PARALLEL,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=ORIENTAL PHOENIX,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=ORKIM DIAMOND,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=ORLAN,"не все данные найдены: name='ORLAN', imo='', mmsi='', type=''"
,,,,https://www.vesselfinder.com/ru/vessels?name=ORTOLAN EPSILON,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=OSLO TS,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=OSTROVNOY 10,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=OSTROVNOY 11,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=OSTROVNOY 3,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=OSTROVNOY 7,статус код: 400
OTLICHITELNYY,8139027,273565310,Fishing vessel,https://www.vesselfinder.com/ru/vessels?name=OTLICHITELNYY,
,,,,https://www.vesselfinder.com/ru/vessels?name=OUPULAI 18,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=P.KIKUMA,суда не найдены
,,,,https://www.vesselfinder.com/ru/vessels?name=PACIFIC BEIJING,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=PACIFIC GENEVA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=PACIFIC MELODY,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=PACIFIC RAY,статус код: 400
PACIFICOS,9288930,273616650,Tanker (HAZ-B),https://www.vesselfinder.com/ru/vessels?name=PACIFICOS,
,,,,https://www.vesselfinder.com/ru/vessels?name=PADIAN 2,статус код: 400
PALAIS,9646649,538005431,Cargo ship,https://www.vesselfinder.com/ru/vessels?name=PALAIS,
,,,,https://www.vesselfinder.com/ru/vessels?name=PALANA,"не все данные найдены: name='PALANA', imo='', mmsi='', type=''"
,,,,https://www.vesselfinder.com/ru/vessels?name=PALDOHO,суда не найдены
,,,,https://www.vesselfinder.com/ru/vessels?name=PALLADA,"не все данные найдены: name='PALLADA', imo='', mmsi='', type='Pleasure craft'"
,,,,https://www.vesselfinder.com/ru/vessels?name=PAMIR,"не все данные найдены: name='PAMIR', imo='', mmsi='', type='Sailing vessel'"
,,,,https://www.vesselfinder.com/ru/vessels?name=PANDA,"не все данные найдены: name='PANDAPANDAPANDA', imo='', mmsi='', type='Sailing vessel'"
,,,,https://www.vesselfinder.com/ru/vessels?name=PARADNYY,"не все данные найдены: name='PARADNYY', imo='', mmsi='', type=''"
,,,,https://www.vesselfinder.com/ru/vessels?name=PARAMUSHIR,суда не найдены
PATRIA,9123312,305208000,Cargo ship,https://www.vesselfinder.com/ru/vessels?name=PATRIA,
PATROKL,9012276,273332710,Tanker,https://www.vesselfinder.com/ru/vessels?name=PATROKL,
,,,,https://www.vesselfinder.com/ru/vessels?name=PAVEL BATOV,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=PAVEL LEONOV,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=PEGASUS PRIME,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=PELAGIC TARPON,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=PELAGOS,"не все данные найдены: name='PELAGOS', imo='', mmsi='', type='Sailing vessel'"
,,,,https://www.vesselfinder.com/ru/vessels?name=PERCHANCE,суда не найдены
PERESVET,9027893,273312660,Tug,https://www.vesselfinder.com/ru/vessels?name=PERESVET,
,,,,https://www.vesselfinder.com/ru/vessels?name=PERVOURALSK,"не все данные найдены: name='PERVOURALSK', imo='', mmsi='', type=''"
PESSADA,9174270,215268000,Cargo ship,https://www.vesselfinder.com/ru/vessels?name=PESSADA,
,,,,https://www.vesselfinder.com/ru/vessels?name=PETR I,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=PETROGARUDA,суда не найдены
,,,,https://www.vesselfinder.com/ru/vessels?name=PILOT DONGDUMAL,статус код: 400
PLASTUN,8328745,273821900,Fishing vessel,https://www.vesselfinder.com/ru/vessels?name=PLASTUN,
,,,,https://www.vesselfinder.com/ru/vessels?name=PLATON,"не все данные найдены: name='PLATON', imo='', mmsi='', type='Sailing vessel'"
,,,,https://www.vesselfinder.com/ru/vessels?name=POAVOSA BRAVE,статус код: 400
PORTUN,9062740,273359710,Tanker,https://www.vesselfinder.com/ru/vessels?name=PORTUN,
,,,,https://www.vesselfinder.com/ru/vessels?name=POSITIVE CHALLENGER,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=POSITIVE STAR,статус код: 400
POSYET,8815009,273299190,Cargo ship,https://www.vesselfinder.com/ru/vessels?name=POSYET,
PREDANNYY,7831898,273817100,Unknown,https://www.vesselfinder.com/ru/vessels?name=PREDANNYY,
,,,,https://www.vesselfinder.com/ru/vessels?name=PRETTY SIGHT,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=PRINCESS BOA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=PRINCESS OPAL,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=PRINCESS TOPAZ,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=PRISCO ALFA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=PROFESSOR KERICHEV,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=PROFESSOR KHLYUSTIN,статус код: 400
PROGRESS,9306627,273278840,Tanker,https://www.vesselfinder.com/ru/vessels?name=PROGRESS,
,,,,https://www.vesselfinder.com/ru/vessels?name=PROPEL PASSION,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=PROSPER,"не все данные найдены: name='PROSPER', imo='', mmsi='', type='Tug'"
,,,,https://www.vesselfinder.com/ru/vessels?name=PS TOKYO,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=PTI HUDSON,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=PULUOTUO 7,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=PUROVSKY,суда не найдены
,,,,https://www.vesselfinder.com/ru/vessels?name=PUYUAN801,суда не найдены
,,,,https://www.vesselfinder.com/ru/vessels?name=PVT SAPPHIRE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=QI SHAN,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=QIAN YUAN,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=QIHONG,суда не найдены
,,,,https://www.vesselfinder.com/ru/vessels?name=QING AN,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=QING DAO GANG DA GANG,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=QING JI,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=QING RU,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=QUADRANS2,"не все данные найдены: name='QUADRANS2', imo='', mmsi='', type=''"
,,,,https://www.vesselfinder.com/ru/vessels?name=RAUDE,"не все данные найдены: name='RAUDE', imo='', mmsi='', type=''"
,,,,https://www.vesselfinder.com/ru/vessels?name=RB 402,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=RB 405,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=RBT 379,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=RBT 56,статус код: 400
REAL,8938435,273390570,Fishing vessel,https://www.vesselfinder.com/ru/vessels?name=REAL,
,,,,https://www.vesselfinder.com/ru/vessels?name=REBECCA,"не все данные найдены: name='REBECCA', imo='', mmsi='', type='Sailing vessel'"
,,,,https://www.vesselfinder.com/ru/vessels?name=REFRIGERATOR 605,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=REID 3,статус код: 400
RETRIEVER,9694206,319244900,Pleasure craft,https://www.vesselfinder.com/ru/vessels?name=RETRIEVER,
,,,,https://www.vesselfinder.com/ru/vessels?name=REYD 11,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=REYD 12,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=REYD 7,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=REYD 8,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=REYD 9,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=RISING LOONG,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=RISING SUN,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=RISING TIDE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=RIU NO3,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=RK 63,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=RN AMUR,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=RN POLARIS,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=RN POSYET,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=RN PRIMORYE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=RN SAKHALIN,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=RN USSURI,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=ROBERT OLDENDORFF,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=ROG 1,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=ROG2,"не все данные найдены: name='ROG2 RAPAX', imo='', mmsi='', type='Port tender'"
,,,,https://www.vesselfinder.com/ru/vessels?name=RONGNING187,суда не найдены
,,,,https://www.vesselfinder.com/ru/vessels?name=ROSE MANN,статус код: 400
ROSHCHINO,8700187,273164300,Tanker (HAZ-C),https://www.vesselfinder.com/ru/vessels?name=ROSHCHINO,
,,,,https://www.vesselfinder.com/ru/vessels?name=ROSTOV VELIKIY,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=ROYAL FORWARD,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=ROYAL SAMBU,статус код: 400
RPA10,9239563,244050426,Other type,https://www.vesselfinder.com/ru/vessels?name=RPA10,
,,,,https://www.vesselfinder.com/ru/vessels?name=RUI FU CHENG,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=RUI NENG 8,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=RUI SHENG 6,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=RUI TIGER,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=RUI XUE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=RUN DONG 1,статус код: 400
RUNO,9643336,276803000,HSC,https://www.vesselfinder.com/ru/vessels?name=RUNO,
,,,,https://www.vesselfinder.com/ru/vessels?name=RUSLAN,"не все данные найдены: name='RUSLAN', imo='', mmsi='', type=''"
,,,,https://www.vesselfinder.com/ru/vessels?name=RUSSKIY VOSTOK,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=RUTH,"не все данные найдены: name='RUTH', imo='', mmsi='', type='Other type'"
,,,,https://www.vesselfinder.com/ru/vessels?name=RVE 17,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=RVE 37,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=S. CHEREDNICHENKO,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SAFE,"не все данные найдены: name='SAFE 33', imo='', mmsi='', type='Pleasure craft'"
,,,,https://www.vesselfinder.com/ru/vessels?name=SAGA FALCON,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SAKHALIN 10,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SAKHALIN 8,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SAKHALIN 9,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SALNYY,суда не найдены
,,,,https://www.vesselfinder.com/ru/vessels?name=SAN FELIX,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SANG HYUN HO,статус код: 400
